TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
0.6709954991031755,0.6597943722077135,0.5848230480448813,0.6048040455120102
0.6504719916835846,0.6534598803905786,0.6046330428954424,0.615339233038348
0.6535012543928332,0.6508015766940669,0.6208128287799084,0.6257058575642647
0.6524415414992387,0.6486360858071525,0.6225996357629918,0.6302570585756426
0.6500692514805104,0.6472037190375624,0.6320886963170639,0.6313527180783818
0.6443313491416409,0.6461147113309074,0.6269196859649859,0.6335440370838601
0.6430790218560383,0.6438986999647958,0.6308852652424893,0.6391066160977665
0.6495665066826101,0.6476901568813787,0.6375079736338507,0.6305941845764854
0.6455081189429857,0.6425829371512739,0.6385950027573919,0.6374209860935525
0.646020100801394,0.6431178183889774,0.6377933375769149,0.639275179098188
0.646802751474128,0.6421276843451426,0.6363304155689641,0.6414664981036663
0.6439796543460551,0.6468789365413696,0.6376350006352971,0.6377581120943953
0.6420015212736632,0.6439307701555546,0.6368503272113152,0.6396123050990308
0.6437518069275011,0.6427238902473706,0.6373713850192658,0.6410450906026127
0.6372901309924911,0.6428986358835369,0.633521609974478,0.6390223345975559
0.6463910409747338,0.6432054250066814,0.6388940876222884,0.6391066160977665
0.642119635183311,0.6441893253846952,0.637469751645086,0.6402022756005057
0.6445369483986679,0.6413759939432787,0.6423347098641917,0.6408765276021913
0.6407347592265017,0.6409944377819483,0.639273495248152,0.6418879056047198
0.6398242233732893,0.6400996351820439,0.6398458998348927,0.644669195111673
